,Station Names,Station Codes,Latitude,Longitude,Pincode
457,BADKULLA,BDZ,23.3018° N,88.5303° E,741121
458,BADLA GHAT,BHB,25.5534° N,86.5867° E,851205
459,BADLAPUR,BUD,19.1668° N,73.2368° E,421503
460,BADLI,BHD,28.7324° N,77.1442° E,110042
461,BADMAL,BUDM,20.3747° N,83.2881° E,767070
462,BADNAPUR,BDU,19.8682° N,75.7256° E,431202
463,BADNERA JN,BD,,,444701
464,BADODAR,BDDR,21.3455° N,70.2820° E,362222
465,BADSHAHNAGAR,BNZ,26.8693° N,80.9610° E,226006
466,BADSHAHPUR,BSE,28.3983° N,77.0536° E,222202
467,BADULIPAR,BLPR,26.6424° N,93.8795° E,785611
468,BADWASI,BWS,27.8923° N,75.3427° E,451551
469,BAGAHA,BUG,27.1222° N,84.0722° E,845101
470,BAGAHABISHUNPUR,BCJ,24.8228° N,84.2133° E,824112
471,BAGAHAI ROAD,BGHI,,,485111
472,BAGALIA,BGA,23.4421° N,86.5274° E,723126
473,BAGALKOT,BGK,16.1691° N,75.6615° E,587101
474,BAGBAHRA,BGBR,21.0595° N,82.3723° E,493449
475,BAGDIHI,BEH,21.9512° N,84.1864° E,768220
476,BAGESHAPURA,BGPA,13.1506° N,76.2298° E,573162
477,BAGEVADI RD,BSRX,16.4801° N,75.8283° E,586216
478,BAGEWADI,BGWD,16.5681° N,75.9754° E,586216
479,BAGHA JATIN,BGJT,22.4839° N,88.3754° E,700075
480,BAGHAULI,BGH,27.2211° N,80.2962° E,251002
481,BAGHDOGRA,BORA,26.6986° N,88.3117° E,734014
482,BAGHI BARDIHA,BBE,24.9268° N,85.6409° E,805130
483,BAGHI GHAUSPUR,BFX,25.0504° N,85.6823° E,805124
484,BAGHNAPARA,BGRA,23.2444° N,88.3061° E,713501
485,BAGHORA,BJQ,24.1271° N,78.2789° E,470113
486,BAGHUAPAL,BGPL,21.0442° N,86.0147° E,755026
487,BAGILA,BGF,23.1525° N,88.1304° E,713146
488,BAGINADI,BGND,27.3606° N,94.1836° E,787032
489,BAGMAR,BMA,21.7129° N,76.3619° E,450001
490,BAGNAN,BZN,22.4683° N,87.9707° E,711303
491,BAGPAT ROAD,BPM,,,250601
492,BAGRA TAWA,BGTA,22.6319° N,77.9945° E,461661
493,BAGRAKOT,BRQ,26.8958° N,88.5855° E,734501
494,BAGRI NAGAR,BQN,25.8958° N,73.8070° E,306114
495,BAGRI SAJJANPUR,BGX,,,306114
496,BAGULA,BGL,23.3349° N,88.6483° E,741502
497,BAGUMRA,BGMR,21.1435° N,73.0110° E,394305
498,BAGWADA (HALT),BAGD,,,396185
499,BAGWALI,BWB,30.0126° N,77.2664° E,151401
500,BAH,HAB,26.8715° N,78.5916° E,283104
501,BAHADUR SINGH W,BSS,,,148001
502,BAHADURGARH,BGZ,28.6914° N,76.9314° E,124507
503,BAHADURPUR,BPD,26.1099° N,85.9071° E,741125
504,BAHAI,BYQ,28.5535° N,77.2588° E,229203
505,BAHALDA ROAD,BDO,22.4414° N,86.1642° E,757054
506,BAHANAGA BAZAR,BNBR,21.3359° N,86.7616° E,756042
507,BAHARU,BARU,22.2040° N,88.4283° E,743372
508,BAHAWAL BASI,BFE,,,152117
509,BAHELIA BUZURG,BFV,,,262802
510,BAHERI,BHI,28.7780° N,79.4957° E,243201
511,BAHERIYA ROAD,BOA,,,470001
512,BAHILPURWA,BIP,28.3869° N,78.6172° E,210205
513,BAHIR KHANDA,BAHW,22.8615° N,88.0730° E,712405
514,BAHJOI,BJ,28.3869° N,78.6172° E,244410
515,BAHMAN DIWANA,BWX,30.2206° N,74.8522° E,151001
516,BAHMINIWALA,BVW,,,152024
517,BAHORA CHANDIL,BHCL,25.3661° N,83.4954° E,832401
518,BAHRAICH,BRK,27.5705° N,81.5977° E,271801
519,BAHRAM,BHM,31.2048° N,75.8919° E,144504
520,BAIDPUR,BPUR,25.0657° N,86.6687° E,206002
521,BAIDYABATI,BBAE,22.7919° N,88.3310° E,712222
522,BAIDYANATHDHAM,BDME,24.4892° N,86.6920° E,814112
523,BAIGUDA,BGUA,18.1365° N,82.1217° E,763008
524,BAIHATA,BIZ,26.3442° N,91.7198° E,0
525,BAIHATOLA,BATL,21.4626° N,80.9014° E,484440
526,BAIJNATH ANDOLI,VDNP,,,0
527,BAIJNATH MANDIR,BJMR,,,176125
528,BAIJNATHPAPROLA,BJPL,,,176063
529,BAIJNATHPUR,BYP,25.8896° N,86.6459° E,852219
530,BAIKUNTH P H,BKTH,,,493116
531,BAIKUNTHPUR RD,BRH,,,497335
532,BAINCHI,BOI,23.1212° N,88.1926° E,834001
533,BAINCHIGRAM,BCGM,23.1066° N,88.2162° E,712134
534,BAIRAGNIA,BGU,26.7361° N,85.2774° E,843313
535,BAIS GODAM,BSGD,26.8971° N,75.7864° E,302006
536,BAISWARA,BSWA,26.1732° N,80.9689° E,853201
537,BAITALPUR,BALR,26.5548° N,83.7372° E,274201
538,BAITARANI ROAD,BTV,20.9871° N,86.2344° E,755025
539,BAIYYAPPANAHALI,BYPL,12.9903° N,77.6526° E,560038
540,BAJALTA,BLA,,,180017
541,BAJANA,BAJN,23.1112° N,71.7771° E,382745
542,BAJEKAN,BJKN,29.5067° N,75.1035° E,125055
543,BAJPATTI,BJT,26.5614° N,85.6101° E,843314
544,BAJRANGARH,BJG,24.5682° N,77.2693° E,457777
545,BAJRANGPURA,BRGP,27.5340° N,76.0421° E,363110
546,BAJUD,BJUD,21.7543° N,71.8393° E,364210
547,BAJVA,BJW,22.3717° N,73.1345° E,391310
548,BAKAL,BAKL,23.7515° N,79.9696° E,491441
549,BAKANIAN BHAUNR,BQE,23.2642° N,77.2572° E,462030
550,BAKAS,BKKS,,,226002
551,BAKASPUR,BKPR,22.9779° N,84.9583° E,835227
552,BAKAYANWALA,BKWA,,,143006
553,BAKHLETA,BQQ,23.8738° N,80.0633° E,483990
554,BAKHRABAD,VKD,22.1187° N,87.3637° E,721424
555,BAKHRI,BKHR,25.5994° N,86.2605° E,848201
556,BAKHSHA,BKSA,25.7852° N,82.5713° E,222109
557,BAKHTIYARPUR JN,BKP,,,803212
558,BAKRA ROAD,BK,25.2169° N,72.4879° E,343025
559,BAKROL,BKRL,22.5639° N,72.9112° E,0
560,BAKSHI KA TALAB,BKT,26.9841° N,80.9220° E,227202
561,BAKTAL,BKTL,23.2505° N,77.0125° E,466001
562,BAKUDI,BKLE,24.9278° N,87.7800° E,816101
563,BAKULHA,BKLA,25.8214° N,83.8334° E,277208
564,BALA ROAD,BLRD,22.7980° N,71.6975° E,363030
565,BALABHADRAPURAM,BBPM,16.9592° N,82.0053° E,533343
566,BALAGARH,BGAE,23.1189° N,88.4646° E,712514
567,BALAGHAT JN,BTC,,,481001
568,BALAMU JN,BLM,,,241126
569,BALANAGAR,BABR,17.4814° N,78.4490° E,509202
570,BALANGIR,BLGR,20.7074° N,83.4843° E,767001
571,BALAPALLE,BLPE,,,516101
572,BALARAMAPURAM,BRAM,8.4321° N,77.0503° E,695501
573,BALARAMBATI,BLAE,22.8178° N,88.2187° E,712409
574,BALASIRING,BLRG,23.2684° N,85.2813° E,834004
575,BALASORE,BLS,21.4934° N,86.9135° E,756001
576,BALAUDA TAKUN,BLDK,22.8738° N,75.7565° E,453111
577,BALAWALI,BLW,29.6271° N,78.1101° E,246723
578,BALDANA ROAD,BLDR,,,0
579,BALE,BALE,17.6999° N,75.8781° E,413255
580,BALEL PIPARIYA,BLPL,21.7588° N,71.1286° E,365620
581,BALGANUR,BLR,15.9561° N,76.7531° E,582102
582,BALGONA,BGNA,23.4462° N,87.9384° E,713125
583,BALHARSHAH,BPQ,19.8516° N,79.3499° E,442901
584,BALIAKHERI,BAE,29.9257° N,77.6375° E,247669
585,BALICHAK,BCK,22.3601° N,87.5569° E,721124
586,BALIMARA,BTZ,26.8257° N,92.7755° E,786610
587,BALIPARA,BVU,26.8257° N,92.7755° E,784101
588,BALLABGARH,BVH,28.3388° N,77.3206° E,121001
589,BALLALPUR,BQZ,19.8516° N,79.3499° E,742236
590,BALLARI CANTT,BYC,15.1506° N,76.8950° E,583104
591,BALLARI JN,BAY,,,583101
592,BALLENAHALLI,BAHI,12.4638° N,76.7149° E,577522
593,BALLI,BLLI,25.1909° N,73.2854° E,403703
594,BALLIA,BUI,25.7585° N,84.1488° E,277001
595,BALLUPUR,BAPR,30.3336° N,78.0115° E,495004
596,BALLY,BLY,22.6560° N,88.3194° E,0
597,BALLY GHAT,BLYG,22.6526° N,88.3483° E,711205
598,BALLYGUNGE JN,BLN,,,700019
599,BALOD,BXA,20.7271° N,81.2056° E,491226
600,BALOTRA JN,BLT,,,344022
601,BALPUR HALT,BPRH,,,495674
602,BALRAI,BBL,26.9208° N,78.8301° E,206245
603,BALRAMPUR,BLP,27.4307° N,82.1805° E,271201
604,BALSAMAND,BLSD,29.0716° N,75.4898° E,341304
605,BALUGAON,BALU,20.1783° N,85.1129° E,752030
606,BALURGHAT,BLGT,25.2373° N,88.7831° E,733101
607,BALWA,WAB,29.4040° N,77.3037° E,360530
608,BALWARA,BAWA,25.4928° N,72.5412° E,343042
609,BAMANGACHHI,BMG,22.7569° N,88.5073° E,743248
610,BAMANGRAM,BMGR,25.6118° N,88.1986° E,733134
611,BAMANHAT,BXT,26.0718° N,89.5863° E,736168
612,BAMANHERI,BMHR,29.5184° N,77.6966° E,251001
613,BAMANI,BMNI,17.1839° N,74.5800° E,413317
614,BAMANKUWA,BMX,,,391135
615,BAMANWALI,BMNL,28.3619° N,73.5181° E,334601
616,BAMHANI P H,BMW,,,441807
617,BAMHNI BANJAR,BIV,22.4771° N,80.3686° E,481771
618,BAMHRAULI,BMU,25.4442° N,81.7426° E,211012
619,BAMIANA,BMY,28.2608° N,79.3237° E,243401
620,BAMLA,BMLL,28.8066° N,76.2453° E,127021
621,BAMNIA,BMI,23.0959° N,74.7615° E,457770
622,BAMOUR GAON,BMZ,26.3587° N,78.0967° E,476444
623,BAMRA,BMB,22.0526° N,84.2884° E,768221
624,BAMSIN,BMSN,25.7773° N,72.5501° E,344044
625,BAMUR,BAMR,21.0106° N,84.4831° E,759126
626,BANAGANAPALLE,BGNP,15.3181° N,78.2255° E,518124
627,BANAHI,BYN,25.5690° N,84.3746° E,802183
628,BANAPURA,BPF,22.4730° N,77.4831° E,461221
629,BANAR,BNO,26.3431° N,73.1527° E,342027
630,BANARHAT,BNQ,26.7995° N,89.0418° E,735202
631,BANAS,BNS,,,307019
632,BANASANDRA,BSN,13.2638° N,76.6579° E,572212
633,BANASWADI,BAND,13.0104° N,77.6482° E,560033
634,BANAVAR,BVR,13.4069° N,76.1620° E,560090
635,BANBASA,BNSA,28.9911° N,80.0800° E,262310
636,BANCHARI,BNCR,27.9334° N,77.3511° E,121106
637,BAND HAMIRPUR,BAHP,,,209801
638,BANDA JN,BNDA,,,210001
639,BANDAKPUR,BNU,23.8458° N,79.5744° E,470771
640,BANDANWARA,BDW,26.1298° N,74.7044° E,305621
641,BANDARKHAL,BXK,25.0100° N,92.7599° E,788820
642,BANDARUPALLE,BDPL,16.3735° N,80.3589° E,522018
643,BANDEL JN,BDC,22.9228° N,88.3777° E,712123
644,BANDH BARETA,BR,26.9105° N,77.3643° E,321405
645,BANDHUA,BNF,24.5590° N,84.2529° E,805131
646,BANDHUA KALAN,BDKN,26.2726° N,81.9958° E,227808
647,BANDIKUI JN,BKI,,,303313
648,BANDRA,BA,19.0596° N,72.8295° E,400050
649,BANDRA TERMINUS,BDTS,19.0625° N,72.8413° E,400051
650,BANESWAR,BSW,20.2961° N,85.8245° E,736133
651,BANGA,BXB,31.1960° N,75.9957° E,144505
652,BANGAIN,BGAN,27.1629° N,82.1578° E,0
653,BANGALBAREE,BJY,25.6271° N,88.2302° E,733134
654,BANGAON JN,BNJ,23.0307° N,88.8329° E,743235
655,BANGARAPET,BWT,12.9924° N,78.1768° E,563114
656,BANGARI,BGAR,25.8407° N,78.9599° E,845429
657,BANGARMAU,BGMU,26.8917° N,80.2127° E,209868
658,BANGI NIHALSNGH,BNLS,30.0077° N,74.9603° E,151301
659,BANGRIPOSI,BGY,22.1527° N,86.5413° E,757032
660,BANGROD,BOD,23.4055° N,75.1064° E,457001
661,BANGURKELA,BGKA,22.2760° N,84.9375° E,770036
662,BANI,BANI,32.7079° N,75.8156° E,184206
663,BANI BIHAR,BNBH,26.0790° N,86.8258° E,751007
664,BANIHAL,BAHL,33.4370° N,75.1939° E,182146
665,BANISAR,BS,28.0750° N,73.9060° E,331811
666,BANIYA SANDA DH,BSDA,,,0
667,BANKA,BAKA,24.8874° N,86.9198° E,813102
668,BANKA GHAT,BKG,25.5477° N,85.2775° E,800009
669,BANKAPASI,BCF,23.5711° N,88.0473° E,713143
670,BANKAT,BNKT,26.1265° N,83.2359° E,276125
671,BANKATA,BTK,26.5770° N,83.7744° E,813102
672,BANKHEDI,BKH,22.7691° N,78.5349° E,461990
673,BANKURA,BQA,23.2313° N,87.0784° E,722122
674,BANMANKHI JN,BNKI,,,854202
675,BANMOR,BAO,26.3587° N,78.0967° E,476444
676,BANNI KOPPA,BNA,15.3877° N,75.9420° E,583238
677,BANNIHATTI,BNHT,15.1517° N,76.6355° E,583123
678,BANO,BANO,22.6499° N,84.9219° E,835201
679,BANOSA,BASA,20.9238° N,77.3497° E,411026
680,BANPAS,BPS,23.4030° N,87.7475° E,713162
681,BANPUR,BPN,19.7714° N,85.1635° E,713325
682,BANSADHARA,BSDR,18.9649° N,83.8160° E,761206
683,BANSDIH ROAD,BCD,25.8041° N,84.2022° E,277210
684,BANSH BARIA,BSAE,22.9573° N,88.3954° E,712502
685,BANSHLAI BRIDGE,BSBR,,,731222
686,BANSI BOHERA,BYE,,,312401
687,BANSI PAHARPUR,BIQ,26.9345° N,77.5039° E,321403
688,BANSINALA HALT,BNSL,24.6663° N,85.1603° E,805131
689,BANSIPUR,BSQP,25.2807° N,86.3209° E,811310
690,BANSJORA,BZS,23.7621° N,86.2286° E,828101
691,BANSKHO,BSKO,26.8244° N,76.1465° E,303305
692,BANSPANI,BSPX,22.0005° N,85.4239° E,758034
693,BANSTHALI NIWAI,BNLW,,,304021
694,BANSTOLA,BNB,22.4059° N,87.0799° E,721507
695,BANTA RNATHGARH,BGG,25.6023° N,73.5275° E,306501
696,BANTANAHAL,BLL,15.1908° N,77.3037° E,518396
697,BANTAWALA,BNTL,12.9012° N,75.0412° E,574219
698,BANTHRA,BTRA,26.6903° N,80.8341° E,226401
699,BANTVA,BATA,21.4915° N,70.0771° E, 362620
700,BANWALI,BWC,29.3964° N,75.4330° E,335037
701,BAOLI,BAOL,28.6260° N,77.2250° E,250621
702,BAORI THIKRIA,BOTI,,,332411
703,BAP,BAF,27.3719° N,72.3489° E,413709
704,BAPATLA,BPP,15.9039° N,80.4671° E,522101
705,BAPUDM MOTIHARI,BMKI,26.6550° N,84.9049° E,845401
706,BAR,BAR,24.8646° N,78.5803° E,306105
707,BAR LANGFER S,BRLF,,,782447
708,BARA GUDAH,BGD,29.6979° N,75.0056° E,125078
709,BARA JAMDA,BJMD,22.1650° N,85.4278° E,833221
710,BARABAMBO,BRM,22.6765° N,85.6255° E,833101
711,BARABANKI JN,BBK,,,225001
712,BARABHATI P H,BFF,,,441701
713,BARABHUM,BBM,23.0266° N,86.3643° E,723127
714,BARABIL,BBN,22.1053° N,85.3790° E,758035
715,BARACHAK,BCQ,23.7073° N,86.9280° E,713305
716,BARADIYA,BRDA,21.3229° N,70.5919° E,362130
717,BARADWAR,BUA,22.0105° N,82.8174° E,495687
718,BARAGAON,BNM,25.4773° N,78.7164° E,221713
719,BARAGOPAL,BAGL,25.7596° N,84.8855° E,841211
720,BARAHAT,BHLE,24.9144° N,87.0062° E,813109
721,BARAHU,BRHU,26.1164° N,92.1394° E,782403
722,BARAI JALALPUR,BJLP,,,261131
723,BARAIGRAM JN,BRGM,,,788723
724,BARAKALAN,BQW,26.5292° N,78.8553° E,232325
725,BARAKAR,BRR,23.7393° N,86.8181° E,713324
726,BARAL,BARL,25.6190° N,88.3033° E,203001
727,BARALA,BAA,32.7585° N,77.4200° E,742122
728,BARAMATI,BRMT,18.1792° N,74.6078° E,413102
729,BARAMULA,BRML,34.1595° N,74.3587° E,193103
730,BARAN,BAZ,25.1011° N,76.5132° E,325205
731,BARANAGAR ROAD,BARN,22.6535° N,88.3785° E,700108
732,BARANG,BRAG,20.3950° N,85.8537° E,754005
733,BARAPALASI,BRPS,24.3757° N,87.1840° E,814145
734,BARARA,RAA,30.2120° N,77.0402° E,133205
735,BARARA BUZURG,BRRZ,26.0524° N,81.0893° E,229207
736,BARASAT,BT,22.7248° N,88.4789° E,700124
737,BARAUNI JN,BJU,25.4629° N,85.9882° E,851118
738,BARAUT,BTU,29.0992° N,77.2588° E,250611
739,BARBATPUR,BBTR,22.1959° N,77.9210° E,460440
740,BARBERA,BRBR,,,835201
741,BARCHI ROAD,BCRD,21.9525° N,78.3121° E,460554
742,BARDA,BRDB,20.7895° N,86.0657° E,721645
743,BARDDHAMAN JN,BWN,23.2502° N,87.8696° E,713103
744,BARDHANA HALT,BRDH,,,0
745,BARDI HALT,BDHT,21.6207° N,78.8229° E,480106
746,BARDOLI,BIY,21.1255° N,73.1122° E,394601
747,BAREILLY,BE,28.3670° N,79.4304° E,243001
748,BAREILLY,BRY,28.3670° N,79.4304° E,243001
749,BAREILLY CANTT,BRYC,28.3498° N,79.4386° E,243004
750,BAREILLY CITY,BC,28.3670° N,79.4304° E,0
751,BAREJADI,BJD,22.8945° N,72.6787° E,382435
752,BARELIPUR,BQM,,,700144
753,BARETA,BRZ,29.8635° N,75.6964° E,151501
754,BARETH,BET,23.9163° N,77.9981° E,464221
755,BARGAON GUJAR,BRGJ,,,450001
756,BARGARH,BRG,21.3470° N,83.6320° E,768028
757,BARGARH ROAD,BRGA,21.3329° N,83.6432° E,768028
758,BARGAWAN,BRGW,24.1992° N,82.4523° E,486892
759,BARGI,BUQ,22.9957° N,79.8794° E,482051
760,BARGOLAI,BGLI,27.2856° N,95.7148° E,0
761,BARH,BARH,25.4723° N,85.7082° E,803213
762,BARHAJ BAZAR,BHJ,26.2838° N,83.7309° E,274601
763,BARHAN,BRN,27.3313° N,78.1935° E,283201
764,BARHARA,BHHT,25.6890° N,84.7237° E,802311
765,BARHARA KOTHI,BAKT,25.7719° N,87.1111° E,854203
766,BARHARAGANI,BAGJ,,,273402
767,BARHARWA JN,BHW,24.8579° N,87.7746° E,816101
768,BARHIYA,BRYA,25.2836° N,86.0173° E,811302
769,BARHNI,BNY,27.4975° N,82.7872° E,272201
770,BARHRAGRAM,BRHM,23.7880° N,87.1648° E,0
771,BARI,BARI,26.6468° N,77.6153° E,328021
772,BARI BRAHMAN,BBMN,32.6365° N,74.9141° E,181133
773,BARI SADRI,BI,24.4130° N,74.4735° E,312403
774,BARIARPUR,BUP,25.2886° N,86.5729° E,811211
775,BARIPADA,BPO,21.9322° N,86.7517° E,757001
776,BARIPUR MANDALA,BRPM,,,700144
777,BARIPURA,BPRA,23.5228° N,77.8103° E,210427
778,BARITHENGARH,BRTG,20.6570° N,86.0592° E,754024
779,BARIWALA,BRW,30.5379° N,74.6525° E,400066
780,BARKA,BADK,24.1603° N,82.1224° E,831007
781,BARKA KANA,BRKA,23.6227° N,85.4608° E,829102
782,BARKHERA,BKA,28.4543° N,79.8063° E,464990
783,BARKISALALYA,BSYA,24.7163° N,84.1383° E,824101
784,BARKUR,BKJ,13.4672° N,74.7492° E,576210
785,BARLAI,BLAX,24.4215° N,75.3266° E,453771
786,BARLANGA,BLNG,23.4374° N,85.8461° E,829110
787,BARMER,BME,25.7521° N,71.3967° E,344001
788,BARMI,BRMX,30.6854° N,75.6368° E,587201
789,BARNAGAR,BNG,23.0504° N,75.3774° E,456771
790,BARNALA,BNN,30.3819° N,75.5468° E,148101
791,BARODA HOUSE,NDBH,28.6171° N,77.2301° E,110001
792,BAROG,BOF,30.8883° N,77.0766° E,173211
793,BARPALI,BRPL,21.1813° N,83.5976° E,768029
794,BARPATHAR,BXP,26.2763° N,93.8974° E,785602
795,BARPETA ROAD,BPRD,26.5017° N,90.9701° E,781315
796,BARRACKPORE,BP,22.7674° N,88.3883° E,700120
797,BARRAJPUR,BJR,26.6833° N,80.1500° E,209205
798,BARSALI,BYS,21.9149° N,78.0281° E,400066
799,BARSANA,BARS,27.6464° N,77.3768° E,281405
800,BARSATHI,BSY,25.5760° N,82.5064° E,222162
801,BARSI TAKLI,BSQ,20.5776° N,77.0651° E,444401
802,BARSI TOWN,BTW,18.2334° N,75.6941° E,413401
803,BARSOI JN,BOE,,,854317
804,BARSOLA,BZO,29.3914° N,76.2291° E,126115
805,BARSUAN,BXF,21.8528° N,85.0987° E,770041
806,BARUA BAMUNGAON,BBGN,26.6690° N,93.9833° E,785618
807,BARUA CHAK,BRCK,27.1249° N,82.0493° E,271123
808,BARUANAGAR,BRNR,27.1393° N,95.1980° E,700108
809,BARUD,BRUD,21.7485° N,75.5262° E,450116
810,BARUIPARA,BRPA,22.7622° N,88.2437° E,712306
811,BARUIPUR JN,BRP,,,700144
812,BARUNA,BUE,20.6347° N,86.7917° E,802133
813,BARUNDANI,BNDI,25.1616° N,74.9384° E,311604
814,BARUVA,BAV,18.8849° N,84.5838° E,532264
815,BARWA KALAN,BRSA,26.4615° N,80.8696° E,273164
816,BARWA SAGAR,BWR,25.3748° N,78.7320° E,284201
817,BARWADIH JN,BRWD,,,822111
818,BARWAHA,BWW,22.2532° N,76.0408° E,451115
819,BARWALA,BXC,29.3642° N,75.9057° E,125111
820,BARWALA ROAD,BRL,,,363641
821,BARYA RAM,BYHA,25.5665° N,82.2267° E,212405
822,BARYAL HIMACHAL,BRHL,31.0877° N,77.1216° E,176027
823,BASAI,BZY,28.4603° N,76.9844° E,122006
824,BASAI DHANKOT,BDXT,28.4644° N,76.9832° E,122006
825,BASAMPALLE,BSPL,18.6544° N,78.4819° E,515651
826,BASANTAPUR,BSTP,21.5509° N,85.6748° E,758014
827,BASAR,BSX,18.8802° N,77.9539° E,504101
828,BASARI,BSRI,24.2149° N,78.2974° E,471408
829,BASBARI,BSI,26.1906° N,89.9031° E,0
830,BASERI,BED,26.7437° N,77.5392° E,328022
831,BASHARATGANJ,BTG,28.2900° N,79.2860° E,243302
832,BASI KIRATPUR,BSKR,29.4994° N,78.2077° E,246731
833,BASIN BRIDGE JN,BBQ,,,600012
834,BASIRHAT,BSHT,22.6574° N,88.8672° E,743412
835,BASKATWA B. H.,BSCP,,,805127
836,BASMAT,BMF,19.3302° N,77.1589° E,431512
837,BASNI,BANE,26.2266° N,73.0076° E,342005
838,BASSI,BAI,26.8419° N,76.0521° E,303301
839,BASSI BERISAL,BSSL,25.0262° N,74.7673° E,312022
840,BASSI PATHANAM,BSPN,30.6861° N,76.4042° E,140412
841,BASTA,BTS,21.6968° N,87.0599° E,756029
842,BASTI,BST,26.8140° N,82.7630° E,272002
843,BASUDEBPUR H,BDBP,,,742224
844,BASUGAON,BSGN,26.4630° N,90.4196° E,783372
845,BASUKINATH,BSKH,24.3864° N,87.0799° E,814118
846,BASULDANGA,BSD,22.2035° N,88.2303° E,743368
847,BASWA,BU,27.1419° N,76.5893° E,272002
848,BATALA JN,BAT,,,143505
849,BATALA SUGAR ML,BATM,,,143506
850,BATASI,BTSI,26.5995° N,88.1804° E,734426
851,BATASPUR,BSLE,23.8801° N,87.6808° E,731201
852,BATHINDA CANTT.,BTIC,30.2125° N,75.0136° E,151001
853,BATHNAHA,BTF,26.6401° N,85.5763° E,854316
854,BATTULAPURAM,BTM,13.7480° N,78.3063° E,517351
855,BATUVA,BTVA,18.3405° N,83.6255° E,532148
856,BAUDPUR,BUDR,21.0656° N,86.4801° E,756113
857,BAURIA JN,BVA,22.5027° N,88.1633° E,711310
858,BAVLA,VLA,22.8365° N,72.3628° E,382220
859,BAWAL,BWL,28.1094° N,76.6025° E,123501
860,BAWANI KHERA,BWK,28.9449° N,76.0334° E,127032
861,BAYALUVADDIGERI,BYO,,,583223
862,BAYANA JN,BXN,26.9161° N,77.2964° E,321401
863,BAYTU,BUT,25.8990° N,71.7711° E,344034
864,BAYYAVARAM,BVM,17.6632° N,82.9428° E,531031
865,BAZARSAU,BZLE,23.8731° N,88.1840° E,742163
866,BAZIDA JATAN,BZJT,29.6359° N,76.9578° E,132001
867,BAZPUR,BPZ,29.1585° N,79.1464° E,302006
868,BAZURGHAT,BZGT,25.2373° N,88.7831° E,733101
869,BB ELPHNSTNE RD,EPR,,,0
870,BB MHDALI RD CB,MORD,,,0
871,BBY CHINCHPKILI,CHG,18.9872° N,72.8328° E,400011
872,BBY COTTON GREN,CTGN,,,0
873,BBY DOCKYARD RD,DKRD,,,400010
874,BBY MAHALAKSHMI,MX,,,400018
875,BEAS,BEAS,31.5131° N,75.2869° E,0
876,BEAWAR,BER,26.1046° N,74.3199° E,305901
877,BEBEJIA,BEE,26.3008° N,92.6248° E,782142
878,BECHARJI,BHRJ,23.4989° N,72.0439° E,384210
879,BECHHIWARA,BHWA,23.7848° N,73.5215° E,314801
880,BEDAG,BDK,16.7971° N,74.7404° E,416410
881,BEDETTI,BVV,,,784166
882,BEGAMPET,BMT,17.4447° N,78.4664° E,500016
883,BEGU SARAI,BGS,25.4182° N,86.1272° E,851101
884,BEGUMPUR,BPAE,28.7227° N,77.0627° E,712306
885,BEHAJ,BEHJ,,,321203
886,BEHTAGOKUL,BEG,27.5341° N,80.0549° E,241125
887,BEHULA,BHLA,23.1825° N,88.4295° E,712512
888,BEJNAL,BJN,,,313323
889,BEKAL FORT,BFR,12.3922° N,75.0330° E,671316
890,BELA,BELA,26.8287° N,79.6741° E,804403
891,BELA BELA,BBHL,26.8287° N,79.6741° E,804403
892,BELA TAL,BTX,25.2661° N,79.5744° E,210423
893,BELAGAVI,BGM,15.8497° N,74.4977° E,590001
894,BELAGULA,BLGA,12.3940° N,76.6081° E,571606
895,BELAKOBA,BLK,26.5914° N,88.5887° E,735133
896,BELANAGAR,BZL,17.4814° N,78.4490° E,700108
897,BELANDUR ROAD,BLRR,12.9372° N,77.7071° E,560103
898,BELANKI,BLNK,16.8615° N,74.8675° E,416418
899,BELAPUR,BAP,19.0237° N,73.0404° E,400614
900,BELAPUR CBD,BEPR,19.0237° N,73.0404° E,400614
901,BELASAR,BLSR,27.9926° N,73.6315° E,334022
902,BELBONI,BEX,,,722176
903,BELDANGA,BEB,,,742189
904,BELGAHNA,BIG,,,495116
905,BELHA,BYL,21.9655° N,82.0543° E,495224
906,BELIAGHATA ROAD,BGRD,22.6747° N,88.6077° E,743423
907,BELIATOR,BZC,23.3206° N,87.2208° E,722203
908,BELKHERA,BELD,23.1767° N,79.4648° E,0
909,BELLAMKONDA,BMKD,16.4891° N,80.0075° E,522412
910,BELLAMPALLI,BPA,19.0715° N,79.4912° E,504251
911,BELLENAHALLI,BNHL,12.4638° N,76.7149° E,571435
912,BELMURI,BMAE,22.9444° N,88.1572° E,712302
913,BELONIA,BENA,23.2505° N,91.4676° E,799155
914,BELPAHAR,BPH,21.8234° N,83.8510° E,768217
915,BELRAYAN,BXM,28.3792° N,80.9159° E,262906
916,BELSIRI,BLRE,26.8000° N,92.5208° E,784111
917,BELSONDA,BLSN,21.1522° N,82.0424° E,493445
918,BELTHARA ROAD,BLTR,26.1258° N,83.8447° E,221715
919,BELUR,BEQ,13.1623° N,75.8679° E,573115
920,BELVANDI,BWD,18.7205° N,74.5939° E,413702
921,BEML NAGAR,BEML,12.9832° N,78.2391° E,563115
922,BENAPUR,BPE,22.2916° N,87.3637° E,721301
923,BENDI,BFQ,18.7035° N,84.4041° E,0
924,BENGALURU CANT,BNC,12.9937° N,77.5980° E,560046
